stock_code,description,batch_number,expiry_date
pw00637,paper jaba beef ,Po-8599 beef,
pw00639,display jaba beef ,PO-8216,
pw00639,display jaba beef ,Po-8748,
pw00640,corro jaba beef,315691,
pw00640,corro jaba beef,320803,
pw00640,corro jaba beef,327976,
pw00643,jaba curry paper ,216258,
pw00643,jaba curry paper ,Po8525 Jaba Curry,
pw00644,corro jaba curry ,306848,
pw00645,display jaba curry ,PO-7931,
pw00646,dop 36x8x5g display carton,131688,
pw00646,dop 36x8x5g display carton,134214,
pw00647,best cook chicken reel,po-8374,
pw00648,best cook beef reel,L00145,
pw00648,best cook beef reel,Po-8374,
pw00649,bestcook corro,319436,
pw00649,bestcook corro,320540,
pw006504,bestcook chicken display,PO-8172,
pw00652,bestcook beef display,PO-8172,
pw00655,jaba vinyl round sticker,po-8670 jaba sticker,
pw00661,DOP 200ml tfrutti Label,Po-8379 tutti,
pw00661,DOP 200ml tfrutti Label,Po-8921,
pw00662,DOP 200ml grape Label,Po-8379 grape,
pw00662,DOP 200ml grape Label,PO8870 (DOP Grape),
pw00665,jaba original label,PO-8216,
pw00666,jaba chilli label,PO-8216,
pw00671,superdip grape namibia reels,214732,
pw00671,superdip grape namibia reels,220316,
pw00671,superdip grape namibia reels,PO-8538,
pw00682,cap 28mm blue,12432,
pw00682,cap 28mm blue,12791,
pw00682,cap 28mm blue,172030114,
pw00682,cap 28mm blue,2619893,
pw00682,cap 28mm blue,2627156,
pw00682,cap 28mm blue,PO-8804,
pw00687,jaba shaker bottle,PO-7931,
pw00687,jaba shaker bottle,PO-8205,
pw00687,jaba shaker bottle,Po-8897,
pw00688,jaba shaker grid 52mm,2025/10/15/010,
pw00688,jaba shaker grid 52mm,PO-8030,
pw00689,jaba shaker cap green,2025/04/10/004,
pw00689,jaba shaker cap green,PO-8491,
pw00690,jaba shaker tray,317477,
pw00692,superdip 60s grape display,PO-8524 (Grape),
pw00693,superdip 60s tropical display,po-8524 (tropical),
pw00693,superdip 60s tropical display,Po-8688 Tropical,
pw00694,jaba shaker cap red,2025/04/10/004,
pw00731,dop fantasy 72 reel 5g,221179,
pw00731,dop fantasy 72 reel 5g,Po-8379 fantasy,
pw00732,Amila ice tea corro 25g,327973,
pw00732,Amila ice tea corro 25g,332686,
pw00735,amila 25g peach ice tea,220595,2025/06/30
pw00736,display dop fantasy 72s 5g,PO-8294 fantasy,
pw00736,display dop fantasy 72s 5g,PO-8668 Fantasy,
pw00741,amila display ice tea,135578,
pw00744,drinkopop reds 10x60x5g display,TP-SX105251,
pw00745,DOP 60g Corros,319808,
pw00745,DOP 60g Corros,324565,
pw00745,DOP 60g Corros,328663,
pw00745,DOP 60g Corros,330479,
pw00769,drinkopop tropical 10x60x5g display,PO-8719 Tropical,
pw00770,drinkopop Jolly 10x60x5g display,PO-8719 Jolly,
pw600,Jaba chicken 12g tablet wrapper,HTMK/MP 015 2,
pw601,Jaba beef 12g tablet wrapper,HTMK/MP 015 3,
pw602,jaba chicken tablet corros,741046,
pw603,jaba beef tablet corros,741047,
pw604,jaba chicken tablet displays 24 x 48 x 12g,48872 A,
pw605,jaba beef tablet displays 24 x 48 x 12g,50443 A,
rm00001,Cyclamate,12103882,2028/05/01
rm00001,Cyclamate,12103935,2028/05/21
rm00001,Cyclamate,12103950,2028/05/26
rm00001,Cyclamate,12103972,2028/06/06
rm00001,Cyclamate,12103991,2028/06/13
rm00001,Cyclamate,12104028,2028/06/27
rm00001,Cyclamate,12409042,2027/09/17
rm00001,Cyclamate,13024348,2027/08/15
rm00001,Cyclamate,13025361,2028/02/01
rm00001,Cyclamate,13025366,2028/02/02
rm00001,Cyclamate,13025420,2028/02/13
rm00001,Cyclamate,13025472,2028/02/22
rm00001,Cyclamate,13025566,2028/03/07
rm00001,Cyclamate,13025579,2028/03/09
rm00001,Cyclamate,13025661,2028/03/20
rm00001,Cyclamate,13025688,2028/03/24
rm00001,Cyclamate,13025916,2028/04/28
rm00001,Cyclamate,13025924,2028/04/29
rm00001,Cyclamate,13026162,2028/06/17
rm00001,Cyclamate,13026166,2028/06/18
rm00001,Cyclamate,13026167,2028/06/19
rm00001,Cyclamate,13026318,2028/07/12
rm00001,Cyclamate,13026600,2028/08/24
rm00001,Cyclamate,13026606,2028/08/25
rm00001,Cyclamate,22406086,2028/06/30
rm00001,Cyclamate,22406087,2028/06/30
rm00001,Cyclamate,22406088,2028/06/30
rm00001,Cyclamate,22411025,2028/11/30
rm00001,Cyclamate,22505003,2029/05/31
rm00001,Cyclamate,22505004,2029/05/31
rm00001,Cyclamate,22505005,2029/05/31
rm00001,Cyclamate,22505006,2029/05/31
rm00001,Cyclamate,22505099,2029/05/30
rm00001,Cyclamate,22505100,2029/05/30
rm00001,Cyclamate,22505101,2029/05/30
rm00001,Cyclamate,22505102,2029/05/30
rm00001,Cyclamate,2502041NA01,2028/02/26
rm00001,Cyclamate,2502042NJ01,2028/02/27
rm00001,Cyclamate,2503048NA01,2028/03/26
rm00004,citric acid local ,1AX2505503,2028/05/31
rm00004,citric acid local ,2AX2503039,2028/03/31
rm00004,citric acid local ,505000190,2028/05/10
rm00004,citric acid local ,6AX2504075,2028/04/30
rm00006,Saccharin BP450,20240523,2029/05/22
rm00006,Saccharin BP450,YST241129K,2027/11/28
rm00006,Saccharin BP450,YST250506K,2028/05/05
rm00008,pirosil/mansil-sunsil ,08/e/25/b1,
rm00008,pirosil/mansil-sunsil ,16/H/25/B1,2028/08/10
rm00008,pirosil/mansil-sunsil ,20250329,2027/03/28
rm00008,pirosil/mansil-sunsil ,25/H/24/B1,2027/08/15
rm00008,pirosil/mansil-sunsil ,25/H/24/B1,2027/09/15
rm00008,pirosil/mansil-sunsil ,25/H/24/B1,2026/08/15
rm00008,pirosil/mansil-sunsil ,25/H/24/B1,2027/03/15
rm00008,pirosil/mansil-sunsil ,5/E/25/B1,2027/05/05
rm00008,pirosil/mansil-sunsil ,505000190,2028/05/10
rm00008,pirosil/mansil-sunsil ,5267M25,2027/03/31
rm00008,pirosil/mansil-sunsil ,6/E/25/B1,2027/05/05
rm00010,Cola Brown,ZZ217554/05,2027/05/06
rm00010,Cola Brown,ZZ218745/06,2026/06/20
rm00010,Cola Brown,ZZ219192/07,2027/07/08
rm00010,Cola Brown,zz219718/07,2027/07/29
rm00010,Cola Brown,ZZ220042/08,2027/08/13
rm00010,Cola Brown,ZZ220817/09,2027/09/04
rm00010,Cola Brown,ZZ221837/10,2027/10/09
rm00010,Cola Brown,Zz223163/11,2027/11/14
rm00011,sugar white ,061025,2027/05/31
rm00011,sugar white ,25/73EK0002430,2027/05/31
rm00014,Sodium Benzoate,20241207,2026/12/06
rm00014,Sodium Benzoate,20250219,2027/02/18
rm00014,Sodium Benzoate,20250227,2027/02/26
rm00014,Sodium Benzoate,20250329,2027/03/28
rm00014,Sodium Benzoate,20250702,2027/07/01
rm00014,Sodium Benzoate,20250827,2027/08/26
rm00015,brilliant blue,BB-2425/34,2029/07/24
rm00015,brilliant blue,BB-2425/35,2029/07/29
RM00015,brilliant blue,PBBM26593,2031/05/12
rm00016,tartrazine,RHB9250576,2030/04/30
rm00016,tartrazine,TR-2425/121,2029/09/22
rm00016,tartrazine,TR-2425/122,2029/09/24
rm00016,tartrazine,TR-2425/123,2029/09/25
rm00020,salt ,"01,08/08/24",2027/08/08
rm00020,salt ,02/09/2025,2027/09/02
rm00020,salt ,06-Oct-25,2027/10/06
rm00020,salt ,07-Jul-25,2027/07/07
rm00020,salt ,15-Aug-25,2027/08/15
rm00020,salt ,18/06/2025,2027/06/18
rm00020,salt ,20-Oct-25,2027/10/20
rm00020,salt ,21/02/2025,2027/02/21
rm00020,salt ,25-Jun-25,2027/06/25
rm00020,salt ,6133,2028/06/19
rm00034,Espray SD Guava 01.A.02.0062.SD,301024 110835,2026/10/30
rm00036,Apple Flavour Espray 01.A.12.0137.SD,120425 111913,2027/04/12
rm00039,Green Colour (Cream Soda 2154),ZS25051821,2027/05/07
rm00039,Green Colour (Cream Soda 2154),ZS25051907,2027/05/28
rm00039,Green Colour (Cream Soda 2154),ZS25072145,2027/07/28
rm00039,Green Colour (Cream Soda 2154),ZS25082208,2027/08/12
rm00043,Strawberry Flavour DOP 01.02.0029.SD,008985,2027/10/23
rm00043,Strawberry Flavour DOP 01.02.0029.SD,090425 111906,2027/04/09
rm00049,Grape Colour C749,ZS25072146,2027/07/30
rm00049,Grape Colour C749,ZZ211630/09,2026/09/26
rm00049,Grape Colour C749,ZZ215839/03,2027/03/04
rm00049,Grape Colour C749,ZZ216938/04,2027/04/09
rm00052,blackcurrant colour c723/tf,ZS25051822,2027/05/05
rm00052,blackcurrant colour c723/tf,ZS25072058,2027/07/09
rm00052,blackcurrant colour c723/tf,ZS25072084,2027/07/21
rm00052,blackcurrant colour c723/tf,ZS25092379,2027/09/18
rm00062,Sunset Yellow PSU0933,2425650,2029/11/01
rm00062,Sunset Yellow PSU0933,PSY204,2031/04/25
rm00062,Sunset Yellow PSU0933,R23J24 1068,2029/07/30
rm00062,Sunset Yellow PSU0933,RZ3J241068,2029/07/31
rm00066,Flavour Creamsoda - DOP 01.02.0006.SD,010225 111470,2027/02/01
rm00066,Flavour Creamsoda - DOP 01.02.0006.SD,130725 112589,2027/07/13
rm00067,Grape Flavour - DOP 01.03.0045.SD,050425 111920,2027/04/05
rm00067,Grape Flavour - DOP 01.03.0045.SD,141124 110922,2026/11/14
rm00069,jaba combo chn stock ,1643,2025/12/10
rm00069,jaba combo chn stock ,1644,2025/12/10
rm00069,jaba combo chn stock ,1645,2025/12/10
rm00069,jaba combo chn stock ,1820,2026/02/11
rm00069,jaba combo chn stock ,1821,2026/02/11
rm00069,jaba combo chn stock ,1822,2026/02/12
rm00069,jaba combo chn stock ,1823,2026/02/13
rm00069,jaba combo chn stock ,1964,2026/03/09
rm00069,jaba combo chn stock ,2232,2026/05/10
rm00078,Pinenut Yellow C416/TF,2025062308,2030/06/22
rm00078,Pinenut Yellow C416/TF,ZS25041747,2027/04/09
rm00078,Pinenut Yellow C416/TF,ZS25051823,2027/05/05
rm00078,Pinenut Yellow C416/TF,ZS25061934,2027/06/09
rm00078,Pinenut Yellow C416/TF,ZS25061996,2027/06/22
rm00078,Pinenut Yellow C416/TF,ZS25072144,2027/07/27
rm00078,Pinenut Yellow C416/TF,ZS25082195,2027/08/10
rm00078,Pinenut Yellow C416/TF,ZS25082207,2027/08/11
rm00078,Pinenut Yellow C416/TF,ZS25092293,2027/09/04
rm00078,Pinenut Yellow C416/TF,ZS25102481,2027/10/20
rm00079,Flavour Cherry - DOP 01.05.0005.SD,003533,2027/09/10
rm00079,Flavour Cherry - DOP 01.05.0005.SD,013211,2027/11/18
rm00079,Flavour Cherry - DOP 01.05.0005.SD,200425 112009,2027/04/20
rm00079,Flavour Cherry - DOP 01.05.0005.SD,2184,2027/11/12
rm00079,Flavour Cherry - DOP 01.05.0005.SD,2218,2027/11/03
rm00079,Flavour Cherry - DOP 01.05.0005.SD,2269,2027/11/17
rm00086,caramel 606 ,005912,2027/09/25
rm00086,caramel 606 ,210725 112696,2027/07/21
rm00090,Lemonade Flavour 01.A.07.0098.SD,111024 110686,2026/10/11
rm00090,Lemonade Flavour 01.A.07.0098.SD,130325 111727,
rm00090,Lemonade Flavour 01.A.07.0098.SD,130325 111728,2027/03/13
rm00094,Cocopine01.A.01.0028.GD,1471,2026/02/11
rm00094,Cocopine01.A.01.0028.GD,1788,2026/08/06
rm00094,Cocopine01.A.01.0028.GD,2237,2026/11/11
rm00096,Creamsoda Flavr-Conc. 01.02.0021.GD,1546,2026/05/12
RM00096,Creamsoda Flavr-Conc. 01.02.0021.GD,1717,2026/07/08
rm00096,Creamsoda Flavr-Conc. 01.02.0021.GD,1786,2026/08/05
rm00096,Creamsoda Flavr-Conc. 01.02.0021.GD,1791,2026/07/29
rm00096,Creamsoda Flavr-Conc. 01.02.0021.GD,1965,2026/09/09
RM00096,Creamsoda Flavr-Conc. 01.02.0021.GD,2130,2026/10/16
rm00096,Creamsoda Flavr-Conc. 01.02.0021.GD,2234,2026/11/12
rm00097,Raspberry 200ml Keynote 01.07.0003.GD,1400,2026/03/06
rm00097,Raspberry 200ml Keynote 01.07.0003.GD,1659,2026/06/13
rm00097,Raspberry 200ml Keynote 01.07.0003.GD,2186,2026/10/24
RM00098,Tangerine Emulsion 60.06.0033,0001145673,2025/10/29
RM00098,Tangerine Emulsion 60.06.0033,0001276821,2025/08/17
RM00098,Tangerine Emulsion 60.06.0033,0001276821,2026/02/17
rm00103,Ginger Emulsion LQ-024-566-8,TU00103896,2026/01/15
rm00103,Ginger Emulsion LQ-024-566-8,TU00106459,2026/05/19
rm00103,Ginger Emulsion LQ-024-566-8,TU00106675,2026/05/26
rm00103,Ginger Emulsion LQ-024-566-8,TU00108222,2026/08/06
rm00103,Ginger Emulsion LQ-024-566-8,TU00109405,2026/09/22
rm00114,Liquid Cloud 07.06.0022M.SA,2442977,2026/10/31
rm00114,Liquid Cloud 07.06.0022M.SA,2461342,2026/10/31
rm00114,Liquid Cloud 07.06.0022M.SA,2511145,2026/12/31
rm00114,Liquid Cloud 07.06.0022M.SA,2544746,2027/01/30
rm00114,Liquid Cloud 07.06.0022M.SA,2563345,2027/04/30
rm00114,Liquid Cloud 07.06.0022M.SA,2578084,2027/04/30
rm00129,Orange Emulsion QG32283,2476945,2026/12/31
rm00129,Orange Emulsion QG32283,2511146,2027/01/31
rm00129,Orange Emulsion QG32283,ZZ216360/03,2026/03/20
rm00129,Orange Emulsion QG32283,ZZ221333/09,2026/09/26
rm00136,Cloud DOP 01.01.0180.SDJ,002824,2027/09/17
rm00136,Cloud DOP 01.01.0180.SDJ,006270,2027/09/29
rm00136,Cloud DOP 01.01.0180.SDJ,008987,2027/10/29
rm00136,Cloud DOP 01.01.0180.SDJ,130525 112146,2027/05/13
rm00136,Cloud DOP 01.01.0180.SDJ,220225 111625,2027/02/22
rm00148,monosodium glutamate ,J9 20250417,2028/04/16
rm00148,monosodium glutamate ,M25020952-07/2025355,2028/02/13
rm00148,monosodium glutamate ,N10 20250810,2028/08/09
rm00149,ribotide ,CNSC241213,2029/12/12
rm00149,ribotide ,IG2412920,2027/12/18
rm00149,ribotide ,IG2412925,2027/12/23
rm00150,yellow maize starch,PM 010825,2026/02/12
rm00150,yellow maize starch,PM 020625,2025/12/04
rm00150,yellow maize starch,PM 030625,2025/12/04
rm00150,yellow maize starch,PM010325,2025/08/25
rm00150,yellow maize starch,PM010625,2025/12/04
rm00150,yellow maize starch,PM010725,2026/01/08
rm00150,yellow maize starch,PM010925,2026/03/02
rm00150,yellow maize starch,PM040325,2025/09/25
rm00156,onion powder ,FFE/C-31/2025,2027/03/30
rm00156,onion powder ,FFE/L-22/2024,2026/12/30
rm00156,onion powder ,FFE/L-22/2024,2026/12/31
rm00167,Cola Flavour DOP 01.A.34.0013.SD,0011499,2027/10/29
rm00167,Cola Flavour DOP 01.A.34.0013.SD,005906,2027/09/24
rm00167,Cola Flavour DOP 01.A.34.0013.SD,080725 112552,2026/07/08
rm00167,Cola Flavour DOP 01.A.34.0013.SD,112283,2027/05/29
rm00167,Cola Flavour DOP 01.A.34.0013.SD,140725 112587,2027/07/14
rm00167,Cola Flavour DOP 01.A.34.0013.SD,220425 112030,2027/04/22
rm00167,Cola Flavour DOP 01.A.34.0013.SD,290525 112283,2027/05/29
rm00167,Cola Flavour DOP 01.A.34.0013.SD,300125 111438,2027/01/30
rm00168,Pineapple Flv 01.0033.SD,008989,2027/10/25
rm00168,Pineapple Flv 01.0033.SD,170425 112008,2027/04/17
rm00168,Pineapple Flv 01.0033.SD,271024 110819,2026/10/27
rm00179,Gingerbeer Flavour 01.A.29.0044.SD,005910,2027/09/27
rm00179,Gingerbeer Flavour 01.A.29.0044.SD,100425 111915,2027/04/10
rm00182,Frutarom IronBrew Flav 2008028D,131124 110923,2026/11/13
rm00182,Frutarom IronBrew Flav 2008028D,140425 111972,2027/04/14
rm00183,lemon twizz flavour 01.01.0024.sd,005221,2027/09/20
rm00183,lemon twizz flavour 01.01.0024.sd,241024 110796,2026/10/24
rm00230,chocolate brown lake c661/l/s,ZS25031620,2027/03/04
rm00230,chocolate brown lake c661/l/s,ZS25031632,2027/03/09
rm00230,chocolate brown lake c661/l/s,ZS25031700,2027/03/24
rm00230,chocolate brown lake c661/l/s,ZS25051875,2027/05/18
rm00230,chocolate brown lake c661/l/s,ZS25061965,2027/06/11
rm00231,tartrazine lake c681/l/s,LMT4763,2030/01/29
rm00231,tartrazine lake c681/l/s,LT1356,2031/04/01
rm00231,tartrazine lake c681/l/s,ZZ217555/05,2028/05/05
rm00231,tartrazine lake c681/l/s,ZZ217842/05,2028/05/14
RM00232,Bubblegum/Tutti Frutti CJ0001,CJ0001-E20250923,2026/09/23
rm00232,Bubblegum/Tutti Frutti CJ0001,CJ0001-J20250311,2026/03/11
RM00232,Bubblegum/Tutti Frutti CJ0001,CJ0001-J20250707,2026/07/07
rm00232,Bubblegum/Tutti Frutti CJ0001,CJ0001-J20250708,2026/07/08
rm00232,Bubblegum/Tutti Frutti CJ0001,CJ0001-J20251017,2026/10/17
rm00238,DOP Apple Sour flavour M58029,0001254492,2026/12/16
rm00238,DOP Apple Sour flavour M58029,1254492,2026/12/16
rm00239,flavour dop 10g s/berry strawberry 07.03.2008048,0018067544,2026/03/29
rm00243,flavour dop 10g mango m58108 (mane),0001207593,2026/09/10
rm00268,Flavour Cinnamon 050650 TP0551,1008132417,2026/11/05
rm00268,Flavour Cinnamon 050650 TP0551,PJ1566420250130,2025/07/30
rm00268,Flavour Cinnamon 050650 TP0551,PJ1566420250505,2025/11/05
rm00268,Flavour Cinnamon 050650 TP0551,PJ1566420250506,2026/02/06
rm00268,Flavour Cinnamon 050650 TP0551,PJ1566420251007,2026/04/07
rm00268,Flavour Cinnamon 050650 TP0551,PJ1566420251110,2026/05/10
rm00275,Flavour Vanilla SWP1223,PJ1558220250130,2025/07/30
RM00275,Flavour Vanilla SWP1223,PJ1558220251006,2026/04/06
rm00275,Flavour Vanilla SWP1223,Pj1558220251113,2026/05/13
rm00284,grilled beef flavour jaba,1008285079,2026/01/30
rm00285,flavour jaba curry ,1410,2026/03/10
rm00285,flavour jaba curry ,1597,2026/06/01
rm00285,flavour jaba curry ,1730,2026/07/01
rm00285,flavour jaba curry ,1833,2026/08/11
rm00285,flavour jaba curry ,2246,2026/11/19
rm00286,Jaba Shrink Wrap,PO-8244 Shrink,
rm00286,Jaba Shrink Wrap,Po-8670 shrink,
rm00290,Magnasweet MM100F,2025 062308,
rm00290,Magnasweet MM100F,2025022001,2030/02/19
rm00290,Magnasweet MM100F,2025062308,2030/06/22
rm00290,Magnasweet MM100F,21703,2027/10/26
rm00291,Mango Emulsion VJ0002,VJ000220250414,2025/10/09
RM00291,Mango Emulsion VJ0002,VJ000220250630,2025/12/31
RM00291,Mango Emulsion VJ0002,VJ000220250630,2025/12/30
rm00291,Mango Emulsion VJ0002,VJ000220250821,2026/02/28
rm00292,Grape Concentrate 01.01.0045.GD,1550,2026/06/04
rm00292,Grape Concentrate 01.01.0045.GD,1716,2026/07/11
rm00292,Grape Concentrate 01.01.0045.GD,1787,2026/08/06
rm00292,Grape Concentrate 01.01.0045.GD,2038,2026/09/25
rm00292,Grape Concentrate 01.01.0045.GD,2051,2027/09/25
RM00293,TuttiFrutti Conc. 01.01.0012.GD,1332,2026/02/11
rm00293,TuttiFrutti Conc. 01.01.0012.GD,1589,2026/06/11
rm00293,TuttiFrutti Conc. 01.01.0012.GD,1646,2026/06/11
rm00293,TuttiFrutti Conc. 01.01.0012.GD,1789,2026/08/07
RM00293,TuttiFrutti Conc. 01.01.0012.GD,2118,2026/10/16
rm00294,Raspberry M_0055940 Mane,0001145721,2026/04/23
rm00294,Raspberry M_0055940 Mane,0001334704,2027/06/10
rm00295,Beef Flavour (IBZA) 62L20880,2463728,2026/05/31
rm00295,Beef Flavour (IBZA) 62L20880,2488997,2026/06/30
rm00295,Beef Flavour (IBZA) 62L20880,2500373,2026/07/31
rm00295,Beef Flavour (IBZA) 62L20880,2539377,2026/09/30
rm00296,paprika 17.0376,ZS25051870,2026/05/18
rm00296,paprika 17.0376,Zs25072130,2026/07/23
rm00297,turmeric 17.0446,04/1M0604,2026/04/07
rm00297,turmeric 17.0446,605/1M0908,2026/05/26
rm00297,turmeric 17.0446,TURS11125,2026/11/24
rm00298,capsicum,P1.OR/1224,2026/12/18
rm00300,original chicken flavour,2369478,2025/11/01
rm00300,original chicken flavour,2477414,2026/06/30
rm00300,original chicken flavour,2577588,2026/11/30
rm00301,natural vegetables,2461344,2026/11/30
rm00302,chilli mix powder,2462233,2026/11/30
rm00310,yeast extract,412T1605E,2026/12/08
rm00311,umami bodygiver 581385 5cbza,1008322542,2026/02/05
rm00311,umami bodygiver 581385 5cbza,1008352170,2026/02/20
rm00311,umami bodygiver 581385 5cbza,1008660991,2026/07/07
rm00315,passion fruit cj0027,CJ0027-C20250617,2026/06/17
RM00315,passion fruit cj0027,CJ0027-F20250502,2026/05/25
RM00317,Berry Colour 72L0074,2440940,2026/03/30
rm00317,Berry Colour 72L0074,2500579,2026/06/30
RM00318,Berry Flavour 6L20591,2440912,2027/01/30
rm00318,Berry Flavour 6L20591,2500773,2027/01/30
rm00319,Vanillla Flavour 05001 H13161M,1008179461,2025/11/23
rm00319,Vanillla Flavour 05001 H13161M,1008346800,2026/02/09
rm00320,Strawberry Flavour 550024 TP0551,1007905193,2026/01/24
rm00321,Lemonade Flavour 051421 AP99,1008204001,2026/05/23
rm00322,Blueberry Flavour 050119 A70504,1008043170,2025/09/25
rm00322,Blueberry Flavour 050119 A70504,1008043170,2025/09/26
rm00322,Blueberry Flavour 050119 A70504,1008369520,2026/02/20
rm00323,Banoffee Flavour HPL03191-01,2512033,2026/07/31
rm00323,Banoffee Flavour HPL03191-01,2563590,2026/07/31
rmamimangoflavorespr,mango flavor espray 01.a.02.0085.sd,008990,2027/10/24
rmamlgoflavmango2,mango flavor powder01.02.00.38.sd,008990,2027/10/24
RMAMLGOFLAWATERMELON,Watermelon DEV.01.A.D2.0384.SD.J,008986,2027/10/19
rmamlgosucralose,sucralose,S202501067,2027/01/29
rmamlgosucralose,sucralose,S202505047,2027/05/20
rmkremnodaplabog750,kremela 24x375g corros kr122,739393,
rmkremnodaplabog750,kremela 24x375g corros kr122,743148,
rmkremnodapladisg750,kremela 750g displays kr122,50296,
rmkremnodaplapo375g,kremela 375g pouch reels-KR122,624707,2026/06/27
rmnoda25kg,non dairy 30% creamer 25kg,25050879,2026/11/07
rmnoda25kg,non dairy 30% creamer 25kg,25062239,2026/12/21
sspcr15g,sunny stock powder corro,727660,
sspcr15g,sunny stock powder corro,732412,
sspcr15g,sunny stock powder corro,741484,
sspdsp15g,sunny stock powder display,8561,
ssppirosil,sunny stock powder pirosil,421350,2028/02/18
ssppmx,sunny stock powder premix chicken - 0726ufcb72615,0017840192,2025/07/13
ssppmx,sunny stock powder premix chicken - 0726ufcb72615,0018636160,2026/02/15
ssppmx,sunny stock powder premix chicken - 0726ufcb72615,0018636241,2026/02/15
ssppmx,sunny stock powder premix chicken - 0726ufcb72615,0018636294,2026/02/15
ssprl15g,sunny stock powder impressions,34821,
ssprl15g,sunny stock powder impressions,39701,
stigicsgr,icing sugar,100SZ,2026/10/10
stigicsgr,icing sugar,16/03/2025,2027/03/16
stigicsgr,icing sugar,SZ099,2026/10/09
stigicsgr,icing sugar,SZ100,2026/10/10
stigvitpmx,vitamin premix univit 3202c,25D158,2026/03/30
stigvitpmx,vitamin premix univit 3202c,25G064,2026/06/30
stse127mm,127mm steel ends,EM13154,
stse127mm,127mm steel ends,EM13168,
stse127mm,127mm steel ends,EM13187,
stse127mm,127mm steel ends,Em13206-010,
stse127mm,127mm steel ends,EM13213,
stse127mm,127mm steel ends,EM13233,
stse127mm,127mm steel ends,Em13233-006,
stse127mm,127mm steel ends,Em13233-010,
stse153mmp,153mm peel off ends,103CP24040355,2025/07/09
stse153mmp,153mm peel off ends,103CP24080310,
stse153mmp,153mm peel off ends,S10224080043,
stse153mmp,153mm peel off ends,S10225060026,
stse189mmp,189mm steel ends,QC-025-02-2025,
stse99mm,99mm steel ends,EM13126,
stse99mm,99mm steel ends,EM13134,
stse99mm,99mm steel ends,EM13169,
stse99mm,99mm steel ends,EM13214,
stse99mm,99mm steel ends,EM13241,
stse99mm,99mm steel ends,EM13255,
stse99mm,99mm steel ends,EM13284,
stse99mm,99mm steel ends,EM13336,
stse99mm,99mm steel ends,EM13369,
twvanflv,vanilla flavour sc515851,0018711455,2026/09/04
twvit,univit 5218,25H098,2026/07/31
